phenotype	description	risk_category	your_risk	gene_tested	priority	type	category	sub_pri	intrinsic_factors	sign_and_symptoms	recomm_test	possible_outcome	do_action	do_not_action
Breast Cancer	Kanker Payudara adalah salah satu kanker yang paling umum yang lebih sering terjadi pada wanita. Kanker payudara bisa terjadi karena adanya sel payudara yang mulai tumbuh secara tidak normal. Sel-sel tersebut bertumbuh dengan cepat dan akan berlanjut terakumulasi membentuk gumpalan dan dapat menyebar ke bagian tubuh lain.Ê	Typical		"RALY; CASC16; FGFR2; ESR1; CCDC170; SLC4A7; BRCA1; BRCA2"	13	Health	Cancer		"Faktor intrinsik:
1) usia: umum terjadi pada usia lanjut
2) kelamin: umum terjadi pada wanita
3) Riwayat keluarga yang memiliki kanker payudara maupun kanker lain.

Faktor gaya hidup:
1) Kelebihan berat badan
2) Paparan radiasi
3) Konsumsi alkohol berlebihan

Kondisi medis yang terkait:
1) Menstruasi dini dan terlambat menopaus
2) Nullyparity (Seseorang yang belum pernah melahirkan)
3) Usia lanjut saat mengalami kehamilan pertama
4) Sedikit atau tidak bisa menyusui
5) Atypicial hyperplasia atau pertumbuhan sel berlebih pada sel payudara
6) terapi hormonal pos-menopaus

Genetik: Variasi genetik pada beberapa gen penting akan meningkatkan resiko kanker payudara dan diikuti faktor resiko yang lain."	"1) Benjolan payudara yang terasa berbeda dari tisu sekitarnya
2) Perubahan ukuran payudara, bentuk atau penampilan dan kulit dari payudara
3) Puting yang baru terbalik
4) Pengupasan, penskalaan, pengerasan kulit atau pengelupasan pada area berpigmen kulit di sekitar puting
5) Kemerahan atau pitting pada kulit di atas payudara"	"1) Pemeriksaan payudara klinis
2) mamografi
3) USG payudara
4) MRI Payudara
5) Biopsi
6) Konsultasi dokter dianjurkan"	Secara genetik, kamu memiliki risiko umum untuk mengidap Breast Cancer	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Breast Cancer dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Breast Cancer	Kanker Payudara adalah salah satu kanker yang paling umum yang lebih sering terjadi pada wanita. Kanker payudara bisa terjadi karena adanya sel payudara yang mulai tumbuh secara tidak normal. Sel-sel tersebut bertumbuh dengan cepat dan akan berlanjut terakumulasi membentuk gumpalan dan dapat menyebar ke bagian tubuh lain.Ê	Low		"RALY; CASC16; FGFR2; ESR1; CCDC170; SLC4A7; BRCA1; BRCA2"	13	Health	Cancer		"Faktor intrinsik:
1) usia: umum terjadi pada usia lanjut
2) kelamin: umum terjadi pada wanita
3) Riwayat keluarga yang memiliki kanker payudara maupun kanker lain.

Faktor gaya hidup:
1) Kelebihan berat badan
2) Paparan radiasi
3) Konsumsi alkohol berlebihan

Kondisi medis yang terkait:
1) Menstruasi dini dan terlambat menopaus
2) Nullyparity (Seseorang yang belum pernah melahirkan)
3) Usia lanjut saat mengalami kehamilan pertama
4) Sedikit atau tidak bisa menyusui
5) Atypicial hyperplasia atau pertumbuhan sel berlebih pada sel payudara
6) terapi hormonal pos-menopaus

Genetik: Variasi genetik pada beberapa gen penting akan meningkatkan resiko kanker payudara dan diikuti faktor resiko yang lain."	"1) Benjolan payudara yang terasa berbeda dari tisu sekitarnya
2) Perubahan ukuran payudara, bentuk atau penampilan dan kulit dari payudara
3) Puting yang baru terbalik
4) Pengupasan, penskalaan, pengerasan kulit atau pengelupasan pada area berpigmen kulit di sekitar puting
5) Kemerahan atau pitting pada kulit di atas payudara"	"1) Pemeriksaan payudara klinis
2) mamografi
3) USG payudara
4) MRI Payudara
5) Biopsi
6) Konsultasi dokter dianjurkan"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Breast Cancer	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Breast Cancer dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Breast Cancer	Kanker Payudara adalah salah satu kanker yang paling umum yang lebih sering terjadi pada wanita. Kanker payudara bisa terjadi karena adanya sel payudara yang mulai tumbuh secara tidak normal. Sel-sel tersebut bertumbuh dengan cepat dan akan berlanjut terakumulasi membentuk gumpalan dan dapat menyebar ke bagian tubuh lain.Ê	High		"RALY; CASC16; FGFR2; ESR1; CCDC170; SLC4A7; BRCA1; BRCA2"	13	Health	Cancer		"Faktor intrinsik:
1) usia: umum terjadi pada usia lanjut
2) kelamin: umum terjadi pada wanita
3) Riwayat keluarga yang memiliki kanker payudara maupun kanker lain.

Faktor gaya hidup:
1) Kelebihan berat badan
2) Paparan radiasi
3) Konsumsi alkohol berlebihan

Kondisi medis yang terkait:
1) Menstruasi dini dan terlambat menopaus
2) Nullyparity (Seseorang yang belum pernah melahirkan)
3) Usia lanjut saat mengalami kehamilan pertama
4) Sedikit atau tidak bisa menyusui
5) Atypicial hyperplasia atau pertumbuhan sel berlebih pada sel payudara
6) terapi hormonal pos-menopaus

Genetik: Variasi genetik pada beberapa gen penting akan meningkatkan resiko kanker payudara dan diikuti faktor resiko yang lain."	"1) Benjolan payudara yang terasa berbeda dari tisu sekitarnya
2) Perubahan ukuran payudara, bentuk atau penampilan dan kulit dari payudara
3) Puting yang baru terbalik
4) Pengupasan, penskalaan, pengerasan kulit atau pengelupasan pada area berpigmen kulit di sekitar puting
5) Kemerahan atau pitting pada kulit di atas payudara"	"1) Pemeriksaan payudara klinis
2) mamografi
3) USG payudara
4) MRI Payudara
5) Biopsi
6) Konsultasi dokter dianjurkan"	Secara genetik, kamu memiliki risiko tinggi untuk mengidap Breast Cancer	TBA	TBA
Colorectal Cancer	Kanker kolorektal dapat dimulai di kolon atau rektum. Kanker kolorektal paling sering dimulai sebagai polip, sebuah pertumbuhan non-kanker yang berkembang di bagian dalam dinding usus besar atau rektum seiring bertambahnya usia. Jika tidak diobati atau diangkat, polip dapat menjadi kanker yang berpotensi mengancam jiwa.Ê	Typical		"C5orf66; TCF7L2; CCND2-AS1; CASC8; POLD3; SMAD7; CCND2; VTI1A"	14	Health	Cancer		"Faktor intrinsik:
1) Usia: umum setelah
usia 50 tahun
2) Etnis: lebih
umum di Afrika Amerika
3) Riwayat keluarga
kolorektal atau kanker lainnya

Faktor gaya hidup:
1) kelebihan berat badan
2) Gaya hidup yang tidak banyak bergerak
3) konsumsi Serat rendah Ð konsumsi tinggi lemak jenuh
4) Merokok
5) Alkohol

Kondisi medis terkait:
1) Polip kolon
2) Penyakit Radang Usus
3) Diabetes

Genetik: Variasi genetik pada beberapa gen penting akan meningkatkan risiko kanker kolorektal dan diikuti faktor resiko yang lain."	"1) Perubahan terus-menerus dalam kebiasaan buang air besar Anda, termasuk diare atau konstipasi atau perubahan konsistensi feses
2) Pendarahan dubur atau darah dalam tinja
3) Kram, gas, atau nyeri yang terus-menerus
4) Kelelahan
5) Penurunan berat badan yang tidak dapat dijelaskan
6) Kekurangan zat besi yang tidak dapat dijelaskan pada pria, atau pada wanita setelah menopause"	"1) Tes darah samar tinja (tes tinja)
2) Tes DNA tinja
3) Sigmoidoskopi fleksibel
4) Barium enema X-ray
5) Kolonoskopi
6) Konsultasi dokter"	Secara genetik, kamu memiliki risiko umum untuk mengidap Colorectal Cancer	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Colorectal Cancer dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Colorectal Cancer	Kanker kolorektal dapat dimulai di kolon atau rektum. Kanker kolorektal paling sering dimulai sebagai polip, sebuah pertumbuhan non-kanker yang berkembang di bagian dalam dinding usus besar atau rektum seiring bertambahnya usia. Jika tidak diobati atau diangkat, polip dapat menjadi kanker yang berpotensi mengancam jiwa.Ê	Low		"C5orf66; TCF7L2; CCND2-AS1; CASC8; POLD3; SMAD7; CCND2; VTI1A"	14	Health	Cancer		"Faktor intrinsik:
1) Usia: umum setelah
usia 50 tahun
2) Etnis: lebih
umum di Afrika Amerika
3) Riwayat keluarga
kolorektal atau kanker lainnya

Faktor gaya hidup:
1) kelebihan berat badan
2) Gaya hidup yang tidak banyak bergerak
3) konsumsi Serat rendah Ð konsumsi tinggi lemak jenuh
4) Merokok
5) Alkohol

Kondisi medis terkait:
1) Polip kolon
2) Penyakit Radang Usus
3) Diabetes

Genetik: Variasi genetik pada beberapa gen penting akan meningkatkan risiko kanker kolorektal dan diikuti faktor resiko yang lain."	"1) Perubahan terus-menerus dalam kebiasaan buang air besar Anda, termasuk diare atau konstipasi atau perubahan konsistensi feses
2) Pendarahan dubur atau darah dalam tinja
3) Kram, gas, atau nyeri yang terus-menerus
4) Kelelahan
5) Penurunan berat badan yang tidak dapat dijelaskan
6) Kekurangan zat besi yang tidak dapat dijelaskan pada pria, atau pada wanita setelah menopause"	"1) Tes darah samar tinja (tes tinja)
2) Tes DNA tinja
3) Sigmoidoskopi fleksibel
4) Barium enema X-ray
5) Kolonoskopi
6) Konsultasi dokter"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Colorectal Cancer	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Colorectal Cancer dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Colorectal Cancer	Kanker kolorektal dapat dimulai di kolon atau rektum. Kanker kolorektal paling sering dimulai sebagai polip, sebuah pertumbuhan non-kanker yang berkembang di bagian dalam dinding usus besar atau rektum seiring bertambahnya usia. Jika tidak diobati atau diangkat, polip dapat menjadi kanker yang berpotensi mengancam jiwa.Ê	High		"C5orf66; TCF7L2; CCND2-AS1; CASC8; POLD3; SMAD7; CCND2; VTI1A"	14	Health	Cancer		"Faktor intrinsik:
1) Usia: umum setelah
usia 50 tahun
2) Etnis: lebih
umum di Afrika Amerika
3) Riwayat keluarga
kolorektal atau kanker lainnya

Faktor gaya hidup:
1) kelebihan berat badan
2) Gaya hidup yang tidak banyak bergerak
3) konsumsi Serat rendah Ð konsumsi tinggi lemak jenuh
4) Merokok
5) Alkohol

Kondisi medis terkait:
1) Polip kolon
2) Penyakit Radang Usus
3) Diabetes

Genetik: Variasi genetik pada beberapa gen penting akan meningkatkan risiko kanker kolorektal dan diikuti faktor resiko yang lain."	"1) Perubahan terus-menerus dalam kebiasaan buang air besar Anda, termasuk diare atau konstipasi atau perubahan konsistensi feses
2) Pendarahan dubur atau darah dalam tinja
3) Kram, gas, atau nyeri yang terus-menerus
4) Kelelahan
5) Penurunan berat badan yang tidak dapat dijelaskan
6) Kekurangan zat besi yang tidak dapat dijelaskan pada pria, atau pada wanita setelah menopause"	"1) Tes darah samar tinja (tes tinja)
2) Tes DNA tinja
3) Sigmoidoskopi fleksibel
4) Barium enema X-ray
5) Kolonoskopi
6) Konsultasi dokter"	Secara genetik, kamu memiliki risiko tinggi untuk mengidap Colorectal Cancer	"ÊKonsumsi makanan bergizi (kaya serat, buah-buahan, sayuran, dan biji-bijian) yang mengandung vitamin, mineral dan antioksidan

ÊMenjaga kadar kalsium dan vitamin D

Ê Berolahraga minimal 30 menit sehari diikuti dengan aktivitas fisik"	"Konsumsi alkohol berlebihan

ÊMerokok

ÊKonsumsi makanan kaya akan lemak jenuh (terutama daging merah)"
Endometrial Cancer	Kanker endometrium, juga disebut kanker rahim, adalah jenis kanker yang dimulai pada lapisan sel yang membentuk lapisan (endometrium) rahim. Kanker endometrium sering terdeteksi pada stadium dini karena sering menghasilkan pendarahan vagina yang tidak normal. Pengangkatan rahim dengan pembedahan sering menyembuhkan kanker endometrium.	Typical		"HNF1B; CYP19A1; MDM2; PGR; PGR, PGR-AS1"	15	Health	Cancer		"Faktor intrinsik:
1) Usia: umum setelah
menopause (mati haid) atau setelah 65 tahun
2) Riwayat keluarga endometrium atau lainnya kanker

Faktor gaya hidup:
1) kelebihan berat badan

Kondisi medis terkait:
1) Perubahan keseimbangan hormon pada tubuh wanita
2) Menstruasi dini dan terlambat
mati haid
3) Nuliparitas(Wanita yang belum pernah melahirkan sama sekali)
4) Terapi hormon untuk kanker payudara (Tamoxifen)
5) Hiperplasia endometrium
6) Diabetes Tipe 2
"	"
1) Pendarahan vagina setelah menopause
2) Pendarahan hebat yang tidak normal saat menstruasi
3) Perdarahan antar periode
4) Nyeri pelvis


"	"1) Pemeriksaan pelvis atau vagina
2) USG transvaginal
3) Histeroskopi
4) Biopsi (dalam kasus tertentu)
5) Konsultasi ginekolog dianjurkan"	Secara genetik, kamu memiliki risiko umum untuk mengidap Endometrial Cancer	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Endometrial Cancer dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Endometrial Cancer	Kanker endometrium, juga disebut kanker rahim, adalah jenis kanker yang dimulai pada lapisan sel yang membentuk lapisan (endometrium) rahim. Kanker endometrium sering terdeteksi pada stadium dini karena sering menghasilkan pendarahan vagina yang tidak normal. Pengangkatan rahim dengan pembedahan sering menyembuhkan kanker endometrium.	Low		"HNF1B; CYP19A1; MDM2; PGR; PGR, PGR-AS1"	15	Health	Cancer		"Faktor intrinsik:
1) Usia: umum setelah
menopause (mati haid) atau setelah 65 tahun
2) Riwayat keluarga endometrium atau lainnya kanker

Faktor gaya hidup:
1) kelebihan berat badan

Kondisi medis terkait:
1) Perubahan keseimbangan hormon pada tubuh wanita
2) Menstruasi dini dan terlambat
mati haid
3) Nuliparitas(Wanita yang belum pernah melahirkan sama sekali)
4) Terapi hormon untuk kanker payudara (Tamoxifen)
5) Hiperplasia endometrium
6) Diabetes Tipe 2
"	"
1) Pendarahan vagina setelah menopause
2) Pendarahan hebat yang tidak normal saat menstruasi
3) Perdarahan antar periode
4) Nyeri pelvis


"	"1) Pemeriksaan pelvis atau vagina
2) USG transvaginal
3) Histeroskopi
4) Biopsi (dalam kasus tertentu)
5) Konsultasi ginekolog dianjurkan"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Endometrial Cancer	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Endometrial Cancer dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Endometrial Cancer	Kanker endometrium, juga disebut kanker rahim, adalah jenis kanker yang dimulai pada lapisan sel yang membentuk lapisan (endometrium) rahim. Kanker endometrium sering terdeteksi pada stadium dini karena sering menghasilkan pendarahan vagina yang tidak normal. Pengangkatan rahim dengan pembedahan sering menyembuhkan kanker endometrium.	High		"HNF1B; CYP19A1; MDM2; PGR; PGR, PGR-AS1"	15	Health	Cancer		"Faktor intrinsik:
1) Usia: umum setelah
menopause (mati haid) atau setelah 65 tahun
2) Riwayat keluarga endometrium atau lainnya kanker

Faktor gaya hidup:
1) kelebihan berat badan

Kondisi medis terkait:
1) Perubahan keseimbangan hormon pada tubuh wanita
2) Menstruasi dini dan terlambat
mati haid
3) Nuliparitas(Wanita yang belum pernah melahirkan sama sekali)
4) Terapi hormon untuk kanker payudara (Tamoxifen)
5) Hiperplasia endometrium
6) Diabetes Tipe 2
"	"
1) Pendarahan vagina setelah menopause
2) Pendarahan hebat yang tidak normal saat menstruasi
3) Perdarahan antar periode
4) Nyeri pelvis


"	"1) Pemeriksaan pelvis atau vagina
2) USG transvaginal
3) Histeroskopi
4) Biopsi (dalam kasus tertentu)
5) Konsultasi ginekolog dianjurkan"	Secara genetik, kamu memiliki risiko tinggi untuk mengidap Endometrial Cancer	"Konsultasikan pada dokter anda tentang penggunaan pil KB maupun alat kontrasepsi oral.

Konsultasikan pada dokter anda tentang pengobatan hormon (kombinasi estrogen dan progestin)

Konsumsi makanan kaya omega-3 

Olahraga dan dikuti dengan aktivitas fisik sehari-hari

Pertahankan berat badan ideal 

Konsultasikan pada dokter kandungkan ketika mengalami pendarahan vagina maupun menstruasi berat yang tidak normal setelah menopause."	Konsumsi makanan kaya akan lemak jenuh dan lemak trans
Lung Cancer	Kanker paru-paru adalah suatu kondisi yang menyebabkan sel-sel membelah di paru-paru secara tidak terkendali. Hal ini menyebabkan pertumbuhan tumor yang mengurangi kemampuan bernafas. Kanker paru-paru adalah salah satu kanker yang paling banyak dialami di antara pria dan wanita. Orang yang merokok memiliki risiko terbesar terkena kanker paru-paru.	Typical		"CHRNA5; TERT; MIR146A; CYP1A1; CLPTM1L; CHRNA3"	16	Health	Cancer		"Faktor intrinsik:
1) Riwayat keluarga memiliki kanker paru-paru atau kanker lainnya

Faktor gaya hidup:
1) Merokok
2) Perokok pasif (paparan asap rokok orang lain)
3) Paparan gas radon
4) Paparan asap knalpot
5) Polusi udara
6) Paparan serat asbestos

Kondisi medis terkait:
1) Obstruktif Kronis
Penyakit Paru (PPOK)
2) Fibrosis paru

"	"1) Batuk baru yang tidak kunjung sembuh
2) Batuk darah, bahkan dalam jumlah kecil
3) Sesak nafas
4) Nyeri dada
5) Suara serak
6) Menurunkan berat badan tanpa mencoba
7) Sakit tulang
8) Sakit kepala"	"1) Rontgen paru-paru
2) Sitologi dahak
3) Biopsi sampel jaringan
4) CT-scan dada
5) Konsultasi dokter dianjurkan"	Secara genetik, kamu memiliki risiko umum untuk mengidap Lung Cancer	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Lung Cancer dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Lung Cancer	Kanker paru-paru adalah suatu kondisi yang menyebabkan sel-sel membelah di paru-paru secara tidak terkendali. Hal ini menyebabkan pertumbuhan tumor yang mengurangi kemampuan bernafas. Kanker paru-paru adalah salah satu kanker yang paling banyak dialami di antara pria dan wanita. Orang yang merokok memiliki risiko terbesar terkena kanker paru-paru.	Low		"CHRNA5; TERT; MIR146A; CYP1A1; CLPTM1L; CHRNA3"	16	Health	Cancer		"Faktor intrinsik:
1) Riwayat keluarga memiliki kanker paru-paru atau kanker lainnya

Faktor gaya hidup:
1) Merokok
2) Perokok pasif (paparan asap rokok orang lain)
3) Paparan gas radon
4) Paparan asap knalpot
5) Polusi udara
6) Paparan serat asbestos

Kondisi medis terkait:
1) Obstruktif Kronis
Penyakit Paru (PPOK)
2) Fibrosis paru

"	"1) Batuk baru yang tidak kunjung sembuh
2) Batuk darah, bahkan dalam jumlah kecil
3) Sesak nafas
4) Nyeri dada
5) Suara serak
6) Menurunkan berat badan tanpa mencoba
7) Sakit tulang
8) Sakit kepala"	"1) Rontgen paru-paru
2) Sitologi dahak
3) Biopsi sampel jaringan
4) CT-scan dada
5) Konsultasi dokter dianjurkan"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Lung Cancer	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Lung Cancer dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Lung Cancer	Kanker paru-paru adalah suatu kondisi yang menyebabkan sel-sel membelah di paru-paru secara tidak terkendali. Hal ini menyebabkan pertumbuhan tumor yang mengurangi kemampuan bernafas. Kanker paru-paru adalah salah satu kanker yang paling banyak dialami di antara pria dan wanita. Orang yang merokok memiliki risiko terbesar terkena kanker paru-paru.	High		"CHRNA5; TERT; MIR146A; CYP1A1; CLPTM1L; CHRNA3"	16	Health	Cancer		"Faktor intrinsik:
1) Riwayat keluarga memiliki kanker paru-paru atau kanker lainnya

Faktor gaya hidup:
1) Merokok
2) Perokok pasif (paparan asap rokok orang lain)
3) Paparan gas radon
4) Paparan asap knalpot
5) Polusi udara
6) Paparan serat asbestos

Kondisi medis terkait:
1) Obstruktif Kronis
Penyakit Paru (PPOK)
2) Fibrosis paru

"	"1) Batuk baru yang tidak kunjung sembuh
2) Batuk darah, bahkan dalam jumlah kecil
3) Sesak nafas
4) Nyeri dada
5) Suara serak
6) Menurunkan berat badan tanpa mencoba
7) Sakit tulang
8) Sakit kepala"	"1) Rontgen paru-paru
2) Sitologi dahak
3) Biopsi sampel jaringan
4) CT-scan dada
5) Konsultasi dokter dianjurkan"	TBA	TBA	TBA
Prostate Cancer	Kanker prostat adalah salah satu jenis kanker yang paling umum pada pria. Biasanya kanker prostat tumbuh perlahan dan awalnya terbatas pada kelenjar prostat, di mana mungkin tidak menyebabkan kerusakan serius. Namun, hal itu bisa bersifat agresif dan dapat menyebar dengan cepat. Deteksi dini memiliki peluang lebih besar untuk berhasil diatasi.	Typical		"MSMB; JAZF1; LOC105375751 ; PRNCR1; HNF1B; SLC22A3; CASC21; LOC105372441; SHROOM2 ; CASC8; MARCHF8; CTD-2194D22.4 ; LDAH; ADNP; NSMCE2"	17	Health	Cancer		"Faktor intrinsik:
1) Usia: lebih sering terjadi pada
pria di atas usia 50 tahun
2) Etnis: lebih umum di Afrika-Amerika
3) Riwayat keluarga yang memiliki kanker prostat dan kanker lainnya

Faktor gaya hidup:
1) Merokok
2) Obesitas
3) Paparan bahan kimia termasuk herbisida oranye

Kondisi medis terkait:
1) Radang prostat
2) Vasektomi
3) Infeksi menular secara seksual

"	"1) Nyeri tumpul di daerah pelvis bagian bawah
2) Sering buang air kecil
3) Kesulitan buang air kecil, nyeri, terbakar, menetes atau aliran urin lemah, Hematuria
4) Ejakulasi yang menyakitkan, Disfungsi ereksi, Darah dalam air mani
5) Sakit atau tidak nyaman saat duduk (jika prostat membesar)
6) Kehilangan nafsu makan dan berat badan"	"1) Tes Prostat Spesifik Antigen (PSA)
2) Pemeriksaan Rektal Digital (DRE)
3) USG
4) Biopsi prostat
5) Konsultasi ahli urologi"	Secara genetik, kamu memiliki risiko umum untuk mengidap Prostate Cancer	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Prostate Cancer dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Prostate Cancer	Kanker prostat adalah salah satu jenis kanker yang paling umum pada pria. Biasanya kanker prostat tumbuh perlahan dan awalnya terbatas pada kelenjar prostat, di mana mungkin tidak menyebabkan kerusakan serius. Namun, hal itu bisa bersifat agresif dan dapat menyebar dengan cepat. Deteksi dini memiliki peluang lebih besar untuk berhasil diatasi.	Low		"MSMB; JAZF1; LOC105375751 ; PRNCR1; HNF1B; SLC22A3; CASC21; LOC105372441; SHROOM2 ; CASC8; MARCHF8; CTD-2194D22.4 ; LDAH; ADNP; NSMCE2"	17	Health	Cancer		"Faktor intrinsik:
1) Usia: lebih sering terjadi pada
pria di atas usia 50 tahun
2) Etnis: lebih umum di Afrika-Amerika
3) Riwayat keluarga yang memiliki kanker prostat dan kanker lainnya

Faktor gaya hidup:
1) Merokok
2) Obesitas
3) Paparan bahan kimia termasuk herbisida oranye

Kondisi medis terkait:
1) Radang prostat
2) Vasektomi
3) Infeksi menular secara seksual

"	"1) Nyeri tumpul di daerah pelvis bagian bawah
2) Sering buang air kecil
3) Kesulitan buang air kecil, nyeri, terbakar, menetes atau aliran urin lemah, Hematuria
4) Ejakulasi yang menyakitkan, Disfungsi ereksi, Darah dalam air mani
5) Sakit atau tidak nyaman saat duduk (jika prostat membesar)
6) Kehilangan nafsu makan dan berat badan"	"1) Tes Prostat Spesifik Antigen (PSA)
2) Pemeriksaan Rektal Digital (DRE)
3) USG
4) Biopsi prostat
5) Konsultasi ahli urologi"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Prostate Cancer	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Prostate Cancer dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Prostate Cancer	Kanker prostat adalah salah satu jenis kanker yang paling umum pada pria. Biasanya kanker prostat tumbuh perlahan dan awalnya terbatas pada kelenjar prostat, di mana mungkin tidak menyebabkan kerusakan serius. Namun, hal itu bisa bersifat agresif dan dapat menyebar dengan cepat. Deteksi dini memiliki peluang lebih besar untuk berhasil diatasi.	High		"MSMB; JAZF1; LOC105375751 ; PRNCR1; HNF1B; SLC22A3; CASC21; LOC105372441; SHROOM2 ; CASC8; MARCHF8; CTD-2194D22.4 ; LDAH; ADNP; NSMCE2"	17	Health	Cancer		"Faktor intrinsik:
1) Usia: lebih sering terjadi pada
pria di atas usia 50 tahun
2) Etnis: lebih umum di Afrika-Amerika
3) Riwayat keluarga yang memiliki kanker prostat dan kanker lainnya

Faktor gaya hidup:
1) Merokok
2) Obesitas
3) Paparan bahan kimia termasuk herbisida oranye

Kondisi medis terkait:
1) Radang prostat
2) Vasektomi
3) Infeksi menular secara seksual

"	"1) Nyeri tumpul di daerah pelvis bagian bawah
2) Sering buang air kecil
3) Kesulitan buang air kecil, nyeri, terbakar, menetes atau aliran urin lemah, Hematuria
4) Ejakulasi yang menyakitkan, Disfungsi ereksi, Darah dalam air mani
5) Sakit atau tidak nyaman saat duduk (jika prostat membesar)
6) Kehilangan nafsu makan dan berat badan"	"1) Tes Prostat Spesifik Antigen (PSA)
2) Pemeriksaan Rektal Digital (DRE)
3) USG
4) Biopsi prostat
5) Konsultasi ahli urologi"	TBA	TBA	TBA
Celiac Disease	Penyakit celiac adalah gangguan di mana mengkonsumsi gluten (protein penyimpanan yang ada dalam gandum, barley dan rye) memicu respon imun berlebihan dalam tubuh, menyebabkan peradangan dan kerusakan pada usus kecil. Penyakit celiac juga dapat mempengaruhi bagian tubuh lain seperti tulang, persendian, kulit, sistem saraf, dan limpa.Ê	Typical		"LINC01934; IL12A-AS1; LPP; TAGAP, LOC105378083, LOC107986664; ZMIZ1; IL18R1; PUS10; KIAA1109"	18	Health	Gastrointestinal Disorders		"Faktor intrinsik:
1) Jenis Kelamin: lebih umum pada wanita
2) Riwayat keluarga

Faktor gaya hidup:
1) Pola makan mengandung gluten

Kondisi medis terkait:
1) Diabetes Tipe 1
2) Sindrom Turner
3) Sindrom Down
4) Penyakit Hashimoto
5) Infeksi Gastrointestinal (infeksi saluran pencernaan)

"	"Gejala Pencernaan (Lebih sering terjadi pada anak-anak):
1) Kembung, diare, tinja berbau busuk
2) Muntah, mual
3) Sakit perut

Gejala ekstra-usus (Lebih sering terjadi pada orang dewasa):
1) Anemia
2) Nyeri tulang dan sendi
3) Dermatitis herpetiformis
4) Sakit perut, bisul"	"1) Tes transglutaminase jaringan imunoglobulin A
2) Tingkat IgA total. Tes IgG peptida gliadin deaminasi, jika defisiensi IgA
3) Biopsi usus halus diikuti dengan esofagogastroduodenoskopi, jika hasil biopsi positif
4) Biopsi kulit (Dermatitis herpetiformis)"	Secara genetik, kamu memiliki risiko umum untuk mengidap Celiac Disease	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Celiac Disease dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
